Title,Company,City,State,Description,Skills,Experience,Job URL
Information technology trainee,SA Government DEPARTMENT FOR EDUCATION,Aldinga,SA,"Accountable for computer systems supporting college's needs
Required to complete Certificate III in Information Technology qualification
Mandatory training and checks for child protection and safety","C, R",,https://au.jora.com/job/Information-Technology-Trainee-dbda654afbb3836da0d8600af14359ed
Level 1/2 Helpdesk Engineer,NexSys I.T. Pty Ltd,Melbourne,VIC,"Provide Level 1/2 technical support for IT systems
Diagnose and resolve basic hardware/software issues, escalate complex problems
Customer service focus, strong communication, IT certifications preferred","C, R, Scala, communication",,https://au.jora.com/job/Helpdesk-Engineer-970dac0d42a3b0b65d4a360e4007d28d
Support Consultant - Level 1,Kestral Computing,Perth,WA,"Provide exceptional customer service for health industry clients
Resolve customer issues, track problems, and maintain accurate records
Ability to troubleshoot IT issues, medical imaging background preferred","C, R",,https://au.jora.com/job/Support-Consultant-776a5aec45ec8f167be65f9421546670
Level 1 & 2 Support Officer,Kirra Services,Victoria,,You can’t apply as it’s expired.,"C, R",,https://au.jora.com/job/Support-Officer-eca109e9c6dbd3f753d0c1b4d3eb47e2
Desktop Support Officer Hobart-Tasmania- Australia,Axiom Technologies,Hobart,TAS,"Provide onsite desktop support for end-users in timely manner
Experience in troubleshooting computer OS, hardware, and software installation
Required certifications: CompTIA A+, MCITP, MOS; 2+ years experience","C, Desktop Support, R",2,https://au.jora.com/job/Desktop-Support-Officer-9d36c94e54abe0645a4c72599867e1ce
Level 1/2 Helpdesk Support,West Recruitment,Sydney Western Suburbs,NSW,"Provide helpdesk support for IT issues across multiple sites
Manage internal IT environment including servers, Active Directory, hardware
Requires IT degree, SQL & Crystal reports skills, teamwork mindset","Active Directory, C, R, SQL, teamwork",,https://au.jora.com/job/Level-1-2-28214919c60ebb19eaba8ba7d0bb5604
IT Helpdesk Trainee,Genesis Christian College,Bray Park,QLD,"Full-time IT Helpdesk Trainee supporting college's digital technologies
Undertaking Certificate IV in IT while providing desktop/laptop support
Requires strong customer service skills, Christian faith, and Blue Card","C, Git, R",,https://au.jora.com/job/IT-Helpdesk-Trainee-92688fef0ed478bac4b9320e60ec8277
Level 1 Support Engineer,West Recruitment,Sydney CBD,NSW,"Assist customers with basic IT issues via phone and email
Support clients with IT maintenance and project delivery
IT degree, certifications, Windows Servers, Azure, O365 experience required","Azure, C, R, SSIS, Windows Server",,https://au.jora.com/job/Support-Engineer-d8602e3eb09d5050b60d4a3a779496b6
IT Support Officer,Black Dog Institute,Randwick,NSW,"Provide IT support for employees, manage tickets, troubleshoot systems
Coordinate IT onboarding/offboarding, manage IT assets and purchases
Minimum 2 years IT support experience, advanced computer literacy","C, IT Support, R",2,https://au.jora.com/job/IT-Support-Officer-02d26363ad8112007a49c169d91fb2b1
Level-1 Service Desk Analyst,Page Group Australia,Melbourne,VIC,"Provide initial technical support to end users via various channels
Troubleshoot and resolve basic IT issues, escalate unresolved problems
Require 1-2 years in service desk or IT support role","C, IT Support, R, Scala, Service Desk",2,https://au.jora.com/job/Level-1-Service-Desk-Analyst-c79e1c225e5ea3685ba82bc4542dfe56
Client Services & Help Desk Support,Brightfox,Bowen Hills,QLD,"Provide first line support and manage help desk queries
Assist in onboarding new customers and conduct online training
Experience in IT, Property/Real Estate, and software/apps preferred","C, Help Desk, R, SSIS",,https://au.jora.com/job/Client-Services-Help-4e83b86d6277c6a8bf9a952a47681e5a
Service Desk Analyst - Part time,Randstad,Melbourne,VIC,"Provide IT face to face and telephone support
Experience in hardware and software IT support for Microsoft products
Excellent communication and customer service skills required","C, Excel, IT Support, R, communication",,https://au.jora.com/job/Service-Desk-Analyst-267379dbbe8b6156d4e5f2856de9057f
First Nations Futures in IT - Start a career in IT,AGA - Apprenticeships Plus,Cremorne,VIC,"Join Certificate III IT Traineeship program for First Nations
Earn while learning IT skills in supportive, inclusive environment
Develop troubleshooting, customer support, teamwork, and communication skills","C, R, communication, teamwork",,https://au.jora.com/job/First-Nations-Futures-74636639b8861f20c5883ff318b69538
IT Support Help Desk Analyst,Talent 1st,Geelong,VIC,"Deliver Level 2 IT support and troubleshoot technical issues
Configure devices, install software, maintain IT systems
Strong knowledge of hardware, operating systems, and enterprise software","C, IT Support, R",,https://au.jora.com/job/IT-Support-Help-7a5879894ea0e5f2b589fa909c53b70d
Level 1/2 Technical Support Specialist and MS 365 Administrator,Blue Mountains Computers,Springwood,NSW,"Provide technical support to end-users via various channels
Administer M365 tenancies, email services, and collaboration tools
Experience with Microsoft 365 administration and strong troubleshooting skills","C, R, collaboration",,https://au.jora.com/job/Technical-Support-Specialist-6a910c123df0042c64d0f12fd77990cd
Calling all Level 1 & 2 Managed Services Engineers!,Coachwood Information Professionals,Melbourne,VIC,"Manage support tickets and perform L1 & L2 remediation actions
Handle escalations and liaise with third-party vendors for issue resolution
Experience with Windows Server, Active Directory, Exchange, Microsoft 365","Active Directory, C, R, Scala, Windows Server",,https://au.jora.com/job/Managed-Services-Engineer-244aea5ecd7c5296ead9970c0b4af69a
Entry Level IT Sales,Multimedia Technology,Ringwood,VIC,"Develop and maintain customer relationships, reengage dormant accounts
Responsible for generating leads and progressing through sales process
Meet KPI's, update CRM systems, and collaborate with team","C, R",,https://au.jora.com/job/Entry-Level-IT-0667ba25c641edcae775ca65c47e7d2a
IT Helpdesk Support Officer,Altitude Recruitment,Melbourne,VIC,"Provide IT support and maintain systems across multiple locations
Manage IT service desk, ticket triaging, and first-line support
Tertiary IT qualification, experience in MS Office, Windows OS","C, IT Support, R, Service Desk",,https://au.jora.com/job/IT-Helpdesk-Support-a6b486e1f8ab7f0233b9e6fc49ebc2dd
IT Specialist,Nurse Next Door,Hawthorn,VIC,"Provide IT support to on-site team and remote workers
Manage Level 1-3 tickets, Google Workspace, and network security
Strong customer service, tech expertise, and solution-oriented approach","C, Go, IT Support, R",,https://au.jora.com/job/IT-Specialist-12f405610ef5789ae30bbff67e4c63c6
IT Support Officer,Vocus,Melbourne,VIC,"Provide first and second level IT support to employees
Maintain accurate logs, resolve client issues, and escalate queries
Tertiary IT qualification or up to 2-3 years experience required","C, IT Support, R, Scala",3,https://au.jora.com/job/IT-Support-Officer-5283722e28bdeb663d1188dd1fd98e52
IT Help Desk,Grow Talent,Melbourne,VIC,"Provide technical support via phone/email in Helpdesk environment
Escalate complex technical issues and update users on resolutions
Baseline security clearance, 1-2 years tech support experience required","C, R, Scala",2,https://au.jora.com/job/IT-Help-Desk-2f30fa475bea34a0a9b0730f2253c753
ICT Desk-Side Support Officer – Level 1 – (Multiple),Kirra Services,Australia,,"Baseline clearance or above required for ICT support role
Minimum 6 months experience in Level 1 ICT support
Desirable criteria include Agile project delivery and ITIL experience","Agile, C, ITIL, R",,https://au.jora.com/job/Support-Officer-f030e0eb3473517df87f70cd10cda18b
Software Support Specialist – Dental Equipment Software | Help Desk IT Support,Dentsply Sirona,Mount Waverley,VIC,"Provide Level 1 software support for Dentsply Sirona dental products
Troubleshoot software installations, diagnostics, and fault repairs
IT qualifications and strong communication skills required.","C, R, communication",,https://au.jora.com/job/Software-Support-Specialist-3c981c8fa94139ab5b1dd6dc830fe716
Junior Support Engineer,Data Republic,Sydney,NSW,Description Posted 4 years ago,"C, Go, R",4,https://au.jora.com/job/Support-Engineer-d1ec9871fa5b95a9a30eb9cf4220ee63
Level 1 Service Desk Specialist,West Recruitment,Sydney,NSW,"Manage IT Service Desk, infrastructure, and cloud environments
1-3 years IT Helpdesk experience, Active Directory knowledge required
Opportunity for career growth, internal/external learning programs available","Active Directory, C, R, Service Desk",3,https://au.jora.com/job/Service-Desk-Specialist-69f39cee05141c9f8504f2825703b741
IT GraduateHybrid,Cenitex,Melbourne,VIC,"Join Cenitex Graduate Rotation Program for real-world ICT projects
Customize your pathway, gain hands-on experience in IT teams
Receive support, mentorship, and inclusive culture from day one","C, R",,https://au.jora.com/job/IT-GraduateHybrid-22ad07eae27ed268dd7342b6b09855d8
IT Support,Robert Half,Melbourne,VIC,"Provide first class IT support to staff across multiple locations
Manage mobile devices, Windows environment, backups, and system projects
Tertiary qualification, 12 months experience, Microsoft Suite proficiency","C, IT Support, R",,https://au.jora.com/job/IT-Support-c3cba6f066de10c6dbb7982a76f9a065
IT Support & Coordinator,Hometown Australia,Sydney CBD,NSW,"Provide desktop support to onsite and remote end users
Collaborate with US IT team to implement solutions and policies
Required skills: PC troubleshooting, Windows, Office 365, Active Directory","Active Directory, C, Desktop Support, R",,https://au.jora.com/job/Coordinator-d555176d327b094a298bda1d423d66a7
Systems/Technical Administrator - Junior,Fitzgerald Jenkins Recruitment,Sydney,NSW,"Provide technical support to internal stakeholders with high standards
Collaborate with various teams to enhance customer experience
Minimum 1-2 years experience in IT customer service required","C, R",2,https://au.jora.com/job/Technical-Administrator-64b685722132718ab8758e840b01e188
IT Support Technician Help Desk,Beyond The Box,Essendon,VIC,"Troubleshoot and resolve IT problems for various users
Support network infrastructure and core services, including cloud solutions
Provide on-site and remote assistance, document work accurately","C, R, SSIS",,https://au.jora.com/job/IT-Support-Technician-d306439250a0fe42c0eb45b1ad2013e3
IT Service Desk Officer,Metagenics,Northgate,QLD,"Provide timely IT support to employees across multiple locations
Maintain user accounts, troubleshoot networking issues, and install software
Bachelor's degree in computer systems or equivalent work experience required","C, IT Support, Networking, R",,https://au.jora.com/job/IT-Service-Desk-38b8aac0bb9550c9e32b3ae730c25131
ICT Helpdesk Technician (IT Help Desk),Mercedes College Perth,East Perth,WA,"Provide technical support for staff and students
Resolve hardware and software issues in Apple and Windows environments
Ensure reliable learning environment with prompt assistance","C, R, SSIS",,https://au.jora.com/job/ICT-Helpdesk-Technician-fede5ddcd018800f6958ef40fb52f3ea
ICT Desk-Side Support Officer – Level 1,Kirra Services,Canberra,ACT,"Provide floorwalking support for DesktopOne Windows 11 migrations
Resolve technical issues, escalate when needed, and maintain systems
Require Australian citizenship and baseline clearance for software support","C, R, Scala",,https://au.jora.com/job/Support-Officer-db794609ff3ae88c64230add19bc38ef
Tier 1 Technical Support Australia,Chronos Consulting,Australia,,"Resolve customer technical issues via chat or email
Communicate in English with web professionals worldwide
Entry-level role with potential for web technologist career path","C, R",,https://au.jora.com/job/Tier-1-Technical-52c2037cfd448e58c0bfd2ca34d394bb
Level-1 Service Desk Analyst,Michael Page,Melbourne,VIC,"Provide exceptional customer service via phone, email, Teams, chat
Troubleshoot and resolve basic IT issues; escalate unresolved problems
1-2 years in service desk or IT support role required","C, IT Support, R, Scala, Service Desk",2,https://au.jora.com/job/Level-1-Service-Desk-Analyst-c8db6bb78a99ccb17e76cd0af58b1f4f
